Num Training Releases,% Training,% Defective In Training,% Defective In Testing,Classifier,Balancing,Feature Selection,TP,FP,TN,FN,Precision,Recall,ROC Area,Kappa
15,0.9214743589743589,0.06434782608695652,0.10204081632653061,NaiveBayes,Undersampling,None,1,15,29,4,0.0625,0.2,0.3431818181818182,-0.07134637514384345
16,0.9214743589743589,0.06434782608695652,0.10204081632653061,NaiveBayes,Undersampling,None,1,15,29,4,0.0625,0.2,0.3431818181818182,-0.07134637514384345
18,0.8987161198288159,0.06666666666666667,0.09859154929577464,NaiveBayes,Undersampling,None,1,7,57,6,0.125,0.14285714285714285,0.7109375,0.03147953830010485
19,0.9901129943502824,0.06990014265335236,0.5714285714285714,NaiveBayes,Undersampling,None,4,3,0,0,0.5714285714285714,1.0,0.8333333333333334,0.0
20,0.9779005524861878,0.0748587570621469,0.1875,NaiveBayes,Undersampling,None,3,13,0,0,0.1875,1.0,0.5128205128205128,0.0
3,0.270042194092827,0.015625,0.09248554913294797,IBk,Undersampling,None,15,133,24,1,0.10135135135135136,0.9375,0.5451831210191083,0.019207987815197156
4,0.915057915057915,0.07172995780590717,0.13636363636363635,IBk,Undersampling,None,3,15,4,0,0.16666666666666666,1.0,0.6052631578947368,0.06779661016949153
5,0.9847908745247148,0.07722007722007722,0.25,IBk,Undersampling,None,1,2,1,0,0.3333333333333333,1.0,0.6666666666666666,0.2
6,0.8945578231292517,0.07984790874524715,0.03225806451612903,IBk,Undersampling,None,1,13,17,0,0.07142857142857142,1.0,0.7833333333333333,0.07780320366132723
9,0.84251968503937,0.06853582554517133,0.016666666666666666,IBk,Undersampling,None,1,7,52,0,0.125,1.0,0.940677966101695,0.19847328244274784
10,0.8485523385300668,0.06036745406824147,0.16176470588235295,IBk,Undersampling,None,6,37,20,5,0.13953488372093023,0.5454545454545454,0.4481658692185008,-0.04768892149669849
11,0.8944223107569721,0.0757238307349666,0.03773584905660377,IBk,Undersampling,None,0,16,35,2,0.0,0.0,0.3431372549019608,-0.07191011235955055
12,0.8730434782608696,0.07171314741035857,0.0136986301369863,IBk,Undersampling,None,1,16,56,0,0.058823529411764705,1.0,0.8888888888888888,0.08749999999999991
13,0.8730434782608696,0.07171314741035857,0.0136986301369863,IBk,Undersampling,None,1,16,56,0,0.058823529411764705,1.0,0.8888888888888888,0.08749999999999991
14,0.8730434782608696,0.07171314741035857,0.0136986301369863,IBk,Undersampling,None,1,16,56,0,0.058823529411764705,1.0,0.8888888888888888,0.08749999999999991
15,0.9214743589743589,0.06434782608695652,0.10204081632653061,IBk,Undersampling,None,3,23,21,2,0.11538461538461539,0.6,0.5386363636363637,0.027005559968228714
16,0.9214743589743589,0.06434782608695652,0.10204081632653061,IBk,Undersampling,None,3,23,21,2,0.11538461538461539,0.6,0.5386363636363637,0.027005559968228714
